Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Mouse	mmu_circFanci_001	mm10	chr7:79433182-79438400	+	811	NM_145946	Fanci	ENSMUSG00000039187	1	3: RPF,cORF,m6A	circAtlas:mmu-Fanci_0002,circBase:mmu_circ_0014414,CIRCpedia:MMU_CIRCpedia_30152,TSCD:chr7:79433182-79438400
Condition-independent	Mouse	mmu_circPrc1_001	mm10	chr7:80304360-80307695	+	880	NM_001285997	Prc1	ENSMUSG00000038943	1	2: RPF,cORF	circAtlas:mmu-Prc1_0001,CIRCpedia:MMU_CIRCpedia_30426
Condition-independent	Mouse	mmu_circHdgfl3_002	mm10	chr7:81893798-81905636	-	519	NM_013886	Hdgfl3	ENSMUSG00000025104	1	3: RPF,cORF,m6A	circAtlas:mmu-Hdgfrp3_0001,circBase:mmu_circ_0001589,CIRCpedia:MMU_CIRCpedia_30959
Condition-independent	Mouse	mmu_circZfand6_001	mm10	chr7:84632655-84634409	-	381	NM_022985	Zfand6	ENSMUSG00000030629	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Zfand6_0001,circBase:mmu_circ_0001591,CIRCpedia:MMU_CIRCpedia_31739
Condition-independent	Mouse	mmu_circAcer3_001	mm10	chr7:98243948-98266247	-	394	NM_001360615	Acer3	ENSMUSG00000030760	1	3: RPF,cORF,MS	circAtlas:mmu-Acer3_0005,circBase:mmu_circ_0001600,CIRCpedia:MMU_CIRCpedia_35761
Condition-independent	Mouse	mmu_circUvrag_001	mm10	chr7:99099311-99099473	-	162	NM_178635	Uvrag	ENSMUSG00000035354	1	3: RPF,cORF,m6A	circAtlas:mmu-Uvrag_0034
Condition-independent	Mouse	mmu_circRnf169_001	mm10	chr7:99935161-99955540	-	340	NM_175388	Rnf169	ENSMUSG00000058761	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Rnf169_0001,circBase:mmu_circ_0001605,CIRCpedia:MMU_CIRCpedia_36209
Condition-independent	Mouse	mmu_circPpme1_001	mm10	chr7:100338369-100345106	-	370	NM_028292	Ppme1	ENSMUSG00000030718	1	2: RPF,cORF	circAtlas:mmu-Ppme1_0002
Condition-independent	Mouse	mmu_circStard10_001	mm10	chr7:101342497-101344034	+	370	NM_019990	Stard10	ENSMUSG00000030688	1	3: RPF,cORF,m6A	circAtlas:mmu-Stard10_0001,CIRCpedia:MMU_CIRCpedia_485
Condition-independent	Mouse	mmu_circTead1_001	mm10	chr7:112856797-112861556	+	369	NM_001166584	Tead1	ENSMUSG00000055320	1	3: RPF,cORF,m6A	circAtlas:mmu-Tead1_0009,CIRCpedia:MMU_CIRCpedia_3445
Condition-independent	Mouse	mmu_circPik3c2a_001	mm10	chr7:116387843-116391393	-	377	NM_011083	Pik3c2a	ENSMUSG00000030660	1	2: RPF,cORF	circAtlas:mmu-Pik3c2a_0005,circBase:mmu_circ_0013805,CIRCpedia:MMU_CIRCpedia_4069
Condition-independent	Mouse	mmu_circAcsm1_001	mm10	chr7:119633061-119640734	+	720	NM_054094	Acsm1	ENSMUSG00000033533	1	2: RPF,cORF	circAtlas:mmu-Acsm1_0001,CIRCpedia:MMU_CIRCpedia_39463
Condition-independent	Mouse	mmu_circRexo5_001	mm10	chr7:119832670-119834401	+	243	NM_028129	Rexo5	ENSMUSG00000030924	1	3: RPF,cORF,m6A	circAtlas:mmu-2610020H08Rik_0005,circBase:mmu_circ_0013824,CIRCpedia:MMU_CIRCpedia_4954,TSCD:chr7:119832670-119834401
Condition-independent	Mouse	mmu_circMettl9_001	mm10	chr7:121047837-121057399	+	586	NM_021554	Mettl9	ENSMUSG00000030876	2	3: RPF,cORF,m6A	circAtlas:mmu-Mettl9_0001,circBase:mmu_circ_0001624,CIRCpedia:MMU_CIRCpedia_5313
Condition-independent	Mouse	mmu_circMettl9_002	mm10	chr7:121052086-121057399	+	395	NM_021554	Mettl9	ENSMUSG00000030876	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Mettl9_0002,circBase:mmu_circ_0001625,CIRCpedia:MMU_CIRCpedia_5314
Condition-independent	Mouse	mmu_circAldoa_001	mm10	chr7:126796594-126796908	-	216	NM_007438	Aldoa	ENSMUSG00000030695	1	3: RPF,cORF,m6A	circAtlas:mmu-Aldoa_0016
Condition-independent	Mouse	mmu_circAldoa_002	mm10	chr7:126797643-126797776	-	133	NM_007438	Aldoa	ENSMUSG00000030695	1	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_6687
Condition-independent	Mouse	mmu_circHsd3b7_001	mm10	chr7:127802013-127802398	+	263	NM_133943	Hsd3b7	ENSMUSG00000042289	1	3: RPF,cORF,m6A	circAtlas:mmu-Hsd3b7_0002
Condition-independent	Mouse	mmu_circDmbt1_001	mm10	chr7:131040886-131046588	+	414	NM_007769	Dmbt1	ENSMUSG00000047517	1	2: RPF,cORF	circAtlas:mmu-Dmbt1_0006
Condition-independent	Mouse	mmu_circLhpp_001	mm10	chr7:132630481-132650349	+	591	NM_029609	Lhpp	ENSMUSG00000030946	1	3: RPF,cORF,m6A	circAtlas:mmu-Lhpp_0002,CIRCpedia:MMU_CIRCpedia_219885
Condition-independent	Mouse	mmu_circFam53b_001	mm10	chr7:132771577-132779385	-	302	NM_212473	Fam53b	ENSMUSG00000030956	1	2: RPF,cORF	circAtlas:mmu-Fam53b_0004,circBase:mmu_circ_0013953,CIRCpedia:MMU_CIRCpedia_7869
Condition-independent	Mouse	mmu_circCtbp2_001	mm10	chr7:133025712-133081860	-	264	NM_009980	Ctbp2	ENSMUSG00000030970	1	3: RPF,cORF,m6A	circAtlas:mmu-Ctbp2_0005,circBase:mmu_circ_0001643,CIRCpedia:MMU_CIRCpedia_7927,TSCD:chr7:133025712-133081860
Condition-independent	Mouse	mmu_circCars_001	mm10	chr7:143562960-143592660	-	2124	NM_013742	Cars	ENSMUSG00000010755	1	3: RPF,cORF,m6A	circAtlas:mmu-Cars_0025
Condition-independent	Mouse	mmu_circInsr_001	mm10	chr8:3258382-3258934	-	552	NM_010568	Insr	ENSMUSG00000005534	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Insr_0013,circBase:mmu_circ_0014773,CIRCpedia:MMU_CIRCpedia_16558
Condition-independent	Mouse	mmu_circMcph1_001	mm10	chr8:18668945-18689059	+	279	NM_173189	Mcph1	ENSMUSG00000039842	1	2: RPF,cORF	circAtlas:mmu-Mcph1_0001,circBase:mmu_circ_0001663,CIRCpedia:MMU_CIRCpedia_12550
Condition-independent	Mouse	mmu_circNsd3_001	mm10	chr8:25640576-25666156	+	1782	NM_001308482	Nsd3	ENSMUSG00000054823	1	3: RPF,cORF,m6A	circAtlas:mmu-Whsc1l1_0003,circBase:mmu_circ_0014742,CIRCpedia:MMU_CIRCpedia_14585
Condition-independent	Mouse	mmu_circMak16_001	mm10	chr8:31161721-31166759	-	621	NM_026453	Mak16	ENSMUSG00000031578	1	3: RPF,cORF,m6A	circAtlas:mmu-Mak16_0003
Condition-independent	Mouse	mmu_circGtf2e2_001	mm10	chr8:33755851-33762103	+	202	NM_001167922	Gtf2e2	ENSMUSG00000031585	1	2: RPF,cORF	circAtlas:mmu-Gtf2e2_0003
Condition-independent	Mouse	mmu_circMtus1_001	mm10	chr8:41076231-41084840	-	2423	NM_001286413	Mtus1	ENSMUSG00000045636	1	3: RPF,cORF,m6A	circAtlas:mmu-Mtus1_0006,circBase:mmu_circ_0014820,CIRCpedia:MMU_CIRCpedia_19543
Condition-independent	Mouse	mmu_circPcm1_001	mm10	chr8:41330805-41330920	+	115	NM_023662	Pcm1	ENSMUSG00000031592	1	3: RPF,cORF,MS	circBase:mmu_circ_0014829,CIRCpedia:MMU_CIRCpedia_19615
Condition-independent	Mouse	mmu_circIrf2_001	mm10	chr8:46807221-46807398	+	177	NR_152560	Irf2	ENSMUSG00000031627	1	3: RPF,cORF,m6A	circAtlas:mmu-Irf2_0012
Condition-independent	Mouse	mmu_circKlhl2_001	mm10	chr8:64811679-64834568	-	355	NM_178633	Klhl2	ENSMUSG00000031605	2	3: RPF,cORF,m6A	circAtlas:mmu-Klhl2_0007,CIRCpedia:MMU_CIRCpedia_25937
Condition-independent	Mouse	mmu_circMarchf1_001	mm10	chr8:65879329-65967255	+	286	NM_001293784	Marchf1	ENSMUSG00000036469	1	2: RPF,cORF	circAtlas:mmu-March1_0002,circBase:mmu_circ_0014898,CIRCpedia:MMU_CIRCpedia_26350
Condition-independent	Mouse	mmu_circJak3_001	mm10	chr8:71685384-71685873	+	315	NM_001190830	Jak3	ENSMUSG00000031805	1	3: RPF,cORF,m6A	circAtlas:mmu-Jak3_0004
Condition-independent	Mouse	mmu_circArhgap10_001	mm10	chr8:77310730-77365160	-	639	NM_001363420	Arhgap10	ENSMUSG00000037148	1	3: RPF,cORF,m6A	circAtlas:mmu-Arhgap10_0001,circBase:mmu_circ_0001691,CIRCpedia:MMU_CIRCpedia_29609
Condition-independent	Mouse	mmu_circArhgap10_002	mm10	chr8:77344639-77365160	-	492	NM_001363420	Arhgap10	ENSMUSG00000037148	2	2: RPF,cORF	circAtlas:mmu-Arhgap10_0015,circBase:mmu_circ_0001692,CIRCpedia:MMU_CIRCpedia_29633
Condition-independent	Mouse	mmu_circArhgap10_004	mm10	chr8:77450692-77450923	-	158	NM_001363420	Arhgap10	ENSMUSG00000037148	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Arhgap10_0058,circBase:mmu_circ_0001693,CIRCpedia:MMU_CIRCpedia_29687
Condition-independent	Mouse	mmu_circZfp827_001	mm10	chr8:79118174-79136663	+	402	NM_001294279	Zfp827	ENSMUSG00000071064	1	3: RPF,cORF,m6A	circAtlas:mmu-Zfp827_0005,circBase:mmu_circ_0001698,CIRCpedia:MMU_CIRCpedia_30077
Condition-independent	Mouse	mmu_circSmad1_001	mm10	chr8:79371783-79372364	-	581	NM_008539	Smad1	ENSMUSG00000031681	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Smad1_0001,circBase:mmu_circ_0001699,CIRCpedia:MMU_CIRCpedia_30120
Condition-independent	Mouse	mmu_circTecr_001	mm10	chr8:83572231-83574528	-	738	NM_134118	Tecr	ENSMUSG00000031708	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_212015
Condition-independent	Mouse	mmu_circAdgre5_001	mm10	chr8:83730110-83730257	-	147	NM_011925	Adgre5	ENSMUSG00000002885	1	2: RPF,cORF	circAtlas:mmu-Cd97_0012
Condition-independent	Mouse	mmu_circNfix_001	mm10	chr8:84721642-84772315	-	1043	NM_001297601	Nfix	ENSMUSG00000001911	1	2: RPF,cORF	circAtlas:mmu-Nfix_0001,circBase:mmu_circ_0015054,CIRCpedia:MMU_CIRCpedia_31758,TSCD:chr8:84721642-84772315
Condition-independent	Mouse	mmu_circNfix_002	mm10	chr8:84771783-84772315	-	532	NM_001297601	Nfix	ENSMUSG00000001911	4	3: RPF,cORF,m6A	circAtlas:mmu-Nfix_0004,circBase:mmu_circ_0001704,CIRCpedia:MMU_CIRCpedia_31796
Condition-independent	Mouse	mmu_circFarsa_001	mm10	chr8:84864057-84864552	+	338	NM_025648	Farsa	ENSMUSG00000003808	1	3: RPF,cORF,m6A	circAtlas:mmu-Farsa_0002,circBase:mmu_circ_0001705,CIRCpedia:MMU_CIRCpedia_31839
Condition-independent	Mouse	mmu_circLonp2_001	mm10	chr8:86665690-86673069	+	412	NM_001168591	Lonp2	ENSMUSG00000047866	1	3: RPF,cORF,m6A	circAtlas:mmu-Lonp2_0001,circBase:mmu_circ_0015087,CIRCpedia:MMU_CIRCpedia_32535
Condition-independent	Mouse	mmu_circChd9_001	mm10	chr8:90932248-90933862	+	1614	NM_177224	Chd9	ENSMUSG00000056608	1	3: RPF,cORF,m6A	circAtlas:mmu-Chd9_0043,circBase:mmu_circ_0001714,CIRCpedia:MMU_CIRCpedia_33874
Condition-independent	Mouse	mmu_circCes1c_001	mm10	chr8:93118303-93120372	-	216	NM_007954	Ces1c	ENSMUSG00000057400	2	2: RPF,cORF	circAtlas:mmu-Ces1c_0004,CIRCpedia:MMU_CIRCpedia_40217,TSCD:chr8:93118303-93120372
Condition-independent	Mouse	mmu_circAmfr_001	mm10	chr8:93999097-94000469	-	318	NM_011787	Amfr	ENSMUSG00000031751	1	3: RPF,cORF,m6A	circAtlas:mmu-Amfr_0002,circBase:mmu_circ_0015120,CIRCpedia:MMU_CIRCpedia_34671,TSCD:chr8:93999097-94000469
Condition-independent	Mouse	mmu_circMmp15_001	mm10	chr8:95365313-95366422	+	278	NM_008609	Mmp15	ENSMUSG00000031790	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Mmp15_0001,circBase:mmu_circ_0001718,CIRCpedia:MMU_CIRCpedia_35067
Condition-independent	Mouse	mmu_circNae1_001	mm10	chr8:104517906-104522738	-	402	NM_144931	Nae1	ENSMUSG00000031878	1	2: RPF,cORF	circAtlas:mmu-Nae1_0018,CIRCpedia:MMU_CIRCpedia_1261
Condition-independent	Mouse	mmu_circTango6_001	mm10	chr8:106695448-106700247	+	531	NM_173037	Tango6	ENSMUSG00000041949	1	3: RPF,cORF,m6A	circAtlas:mmu-Tango6_0016,CIRCpedia:MMU_CIRCpedia_1810
Condition-independent	Mouse	mmu_circZfhx3_001	mm10	chr8:108792201-108794969	+	2768	NM_007496	Zfhx3	ENSMUSG00000038872	2	4: RPF,cORF,m6A,IRES	circAtlas:mmu-Zfhx3_0002,circBase:mmu_circ_0014540,CIRCpedia:MMU_CIRCpedia_2506
Condition-independent	Mouse	mmu_circAp1g1_001	mm10	chr8:109802946-109803150	+	204	NM_009677	Ap1g1	ENSMUSG00000031731	1	3: RPF,cORF,MS	circAtlas:mmu-Ap1g1_0005
Condition-independent	Mouse	mmu_circMon1b_001	mm10	chr8:113637740-113639834	+	1313	NM_173015	Mon1b	ENSMUSG00000078908	1	3: RPF,cORF,m6A	circAtlas:mmu-Mon1b_0001,CIRCpedia:MMU_CIRCpedia_3561
Condition-independent	Mouse	mmu_circGse1_001	mm10	chr8:120553583-120553802	+	219	NM_001145897	Gse1	ENSMUSG00000031822	1	3: RPF,cORF,m6A	circAtlas:mmu-Gse1_0001,circBase:mmu_circ_0001730,CIRCpedia:MMU_CIRCpedia_5158
Condition-independent	Mouse	mmu_circAnkrd11_001	mm10	chr8:122908667-122916045	-	284	NM_001081379	Ankrd11	ENSMUSG00000035569	1	3: RPF,cORF,m6A	circAtlas:mmu-Ankrd11_0001,circBase:mmu_circ_0001731,CIRCpedia:MMU_CIRCpedia_5931
Condition-independent	Mouse	mmu_circPard3_001	mm10	chr8:127161209-127161311	+	102	NM_001309392	Pard3	ENSMUSG00000025812	2	3: RPF,cORF,m6A	circBase:mmu_circ_0014688
Condition-independent	Mouse	mmu_circNrp1_001	mm10	chr8:128363218-128363393	+	175	NM_001358960	Nrp1	ENSMUSG00000025810	1	2: RPF,cORF	circAtlas:mmu-Nrp1_0016,CIRCpedia:MMU_CIRCpedia_223097
Condition-independent	Mouse	mmu_circMmp12_001	mm10	chr9:7352887-7357908	+	684	NM_008605	Mmp12	ENSMUSG00000049723	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_28474
Condition-independent	Mouse	mmu_circTrpc6_001	mm10	chr9:8634046-8658377	+	1356	NM_013838	Trpc6	ENSMUSG00000031997	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Trpc6_0004,circBase:mmu_circ_0001743,CIRCpedia:MMU_CIRCpedia_32408
Condition-independent	Mouse	mmu_circTaf1d_001	mm10	chr9:15308524-15311695	+	788	NM_029248	Taf1d	ENSMUSG00000031939	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Taf1d_0002,CIRCpedia:MMU_CIRCpedia_10427
Condition-independent	Mouse	mmu_circZfp26_001	mm10	chr9:20444258-20444985	-	201	NM_001357809	Zfp26	ENSMUSG00000063108	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Zfp26_0002,CIRCpedia:MMU_CIRCpedia_12931
Condition-independent	Mouse	mmu_circRaver1_001	mm10	chr9:21075963-21076641	-	219	NM_027911	Raver1	ENSMUSG00000010205	1	3: RPF,cORF,m6A	circAtlas:mmu-Raver1_0002,CIRCpedia:MMU_CIRCpedia_221639
Condition-independent	Mouse	mmu_circCarm1_001	mm10	chr9:21569454-21575518	+	338	NM_021531	Carm1	ENSMUSG00000032185	1	2: RPF,cORF	circAtlas:mmu-Carm1_0001,circBase:mmu_circ_0001751,CIRCpedia:MMU_CIRCpedia_13299
Condition-independent	Mouse	mmu_circSeptin7_001	mm10	chr9:25265393-25288318	+	446	NM_009859	Septin7	ENSMUSG00000001833	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Sept7_0010,CIRCpedia:MMU_CIRCpedia_14435
Condition-independent	Mouse	mmu_circEts1_001	mm10	chr9:32728674-32734188	+	648	NM_011808	Ets1	ENSMUSG00000032035	1	3: RPF,cORF,m6A	circAtlas:mmu-Ets1_0002,CIRCpedia:MMU_CIRCpedia_16636
Condition-independent	Mouse	mmu_circTbcel_001	mm10	chr9:42437114-42444588	-	683	NM_001357656	Tbcel	ENSMUSG00000037287	1	3: RPF,cORF,m6A	circAtlas:mmu-Tbcel_0001,circBase:mmu_circ_0015584,CIRCpedia:MMU_CIRCpedia_19866
Condition-independent	Mouse	mmu_circUsp2_001	mm10	chr9:44089131-44090153	+	175	NM_016808	Usp2	ENSMUSG00000032010	1	3: RPF,cORF,MS	circAtlas:mmu-Usp2_0001,CIRCpedia:MMU_CIRCpedia_40115
Condition-independent	Mouse	mmu_circRnf214_001	mm10	chr9:45866565-45898491	-	667	NM_001361112	Rnf214	ENSMUSG00000042790	1	2: RPF,cORF	circAtlas:mmu-Rnf214_0013,CIRCpedia:MMU_CIRCpedia_20717
Condition-independent	Mouse	mmu_circZbtb16_001	mm10	chr9:48717282-48833099	-	1542	NM_001364543	Zbtb16	ENSMUSG00000066687	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Zbtb16_0002,CIRCpedia:MMU_CIRCpedia_21390
Condition-independent	Mouse	mmu_circScaper_001	mm10	chr9:55858080-55859918	-	477	NM_001081341	Scaper	ENSMUSG00000034007	1	3: RPF,cORF,m6A	circAtlas:mmu-Scaper_0018,circBase:mmu_circ_0015698,CIRCpedia:MMU_CIRCpedia_23335
Condition-independent	Mouse	mmu_circAagab_001	mm10	chr9:63616685-63619231	+	462	NM_025857	Aagab	ENSMUSG00000037257	3	2: RPF,cORF	circAtlas:mmu-Aagab_0001,circBase:mmu_circ_0001792,CIRCpedia:MMU_CIRCpedia_25619
Condition-independent	Mouse	mmu_circZwilch_001	mm10	chr9:64160820-64161441	-	227	NM_026507	Zwilch	ENSMUSG00000032400	1	2: RPF,cORF	circAtlas:mmu-Zwilch_0002,circBase:mmu_circ_0015779,CIRCpedia:MMU_CIRCpedia_25786,TSCD:chr9:64160820-64161441
Condition-independent	Mouse	mmu_circRpl4_001	mm10	chr9:64175193-64175722	+	246	NM_024212	Rpl4	ENSMUSG00000032399	1	3: RPF,cORF,m6A	circAtlas:mmu-Rpl4_0002
Condition-independent	Mouse	mmu_circMyo1e_001	mm10	chr9:70316591-70327276	+	578	NM_181072	Myo1e	ENSMUSG00000032220	1	3: RPF,cORF,m6A	circAtlas:mmu-Myo1e_0005,CIRCpedia:MMU_CIRCpedia_27461
Condition-independent	Mouse	mmu_circMlip_001	mm10	chr9:77164764-77231029	-	1764	NM_001368962	Mlip	ENSMUSG00000032355	1	3: RPF,cORF,m6A	circAtlas:mmu-Mlip_0018,circBase:mmu_circ_0001811,CIRCpedia:MMU_CIRCpedia_29561
Condition-independent	Mouse	mmu_circSenp6_001	mm10	chr9:80087429-80093641	+	345	NM_001311110	Senp6	ENSMUSG00000034252	1	2: RPF,cORF	circAtlas:mmu-Senp6_0035,circBase:mmu_circ_0001818,CIRCpedia:MMU_CIRCpedia_30329
Condition-independent	Mouse	mmu_circSenp6_002	mm10	chr9:80087429-80103764	+	437	NM_001311110	Senp6	ENSMUSG00000034252	1	2: RPF,cORF	circAtlas:mmu-Senp6_0034,circBase:mmu_circ_0001819,CIRCpedia:MMU_CIRCpedia_30330
Condition-independent	Mouse	mmu_circSenp6_003	mm10	chr9:80092266-80093641	+	251	NM_001311110	Senp6	ENSMUSG00000034252	1	3: RPF,cORF,m6A	circAtlas:mmu-Senp6_0038,CIRCpedia:MMU_CIRCpedia_30338
Condition-independent	Mouse	mmu_circSenp6_004	mm10	chr9:80092266-80103764	+	343	NM_001311110	Senp6	ENSMUSG00000034252	1	3: RPF,cORF,m6A	circAtlas:mmu-Senp6_0036,circBase:mmu_circ_0015925,CIRCpedia:MMU_CIRCpedia_30340,TSCD:chr9:80092266-80103764
Condition-independent	Mouse	mmu_circBckdhb_001	mm10	chr9:83952523-83953781	+	147	NM_001305935	Bckdhb	ENSMUSG00000032263	1	3: RPF,cORF,MS	circAtlas:mmu-Bckdhb_0005,CIRCpedia:MMU_CIRCpedia_213833
Condition-independent	Mouse	mmu_circBckdhb_002	mm10	chr9:83952523-83991822	+	546	NM_001305935	Bckdhb	ENSMUSG00000032263	1	3: RPF,cORF,m6A	circAtlas:mmu-Bckdhb_0003,circBase:mmu_circ_0015952,CIRCpedia:MMU_CIRCpedia_31466
Condition-independent	Mouse	mmu_circMorf4l1_001	mm10	chr9:90096502-90107302	-	567	NM_001357780	Morf4l1	ENSMUSG00000062270	1	3: RPF,cORF,m6A	circAtlas:mmu-Morf4l1_0003
Condition-independent	Mouse	mmu_circAtp1b3_001	mm10	chr9:96338658-96345893	-	180	NM_007502	Atp1b3	ENSMUSG00000032412	1	2: RPF,cORF	circAtlas:mmu-Atp1b3_0002,CIRCpedia:MMU_CIRCpedia_35347
Condition-independent	Mouse	mmu_circ1300017J02Rik_001	mm10	chr9:103274940-103282667	-	500	NM_027918	1300017J02Rik	ENSMUSG00000033688	3	2: RPF,cORF	circAtlas:mmu-1300017J02Rik_0001
Condition-independent	Mouse	mmu_circRbm5_001	mm10	chr9:107765494-107767708	-	322	NM_001359526	Rbm5	ENSMUSG00000032580	1	3: RPF,cORF,m6A	circAtlas:mmu-Rbm5_0005,circBase:mmu_circ_0015241,CIRCpedia:MMU_CIRCpedia_2172
Condition-independent	Mouse	mmu_circLrrfip2_001	mm10	chr9:111188761-111205847	+	426	NM_027742	Lrrfip2	ENSMUSG00000032497	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Lrrfip2_0001,CIRCpedia:MMU_CIRCpedia_3108
Condition-independent	Mouse	mmu_circPdcd6ip_001	mm10	chr9:113685306-113700023	-	625	NM_001164678	Pdcd6ip	ENSMUSG00000032504	1	3: RPF,cORF,m6A	circAtlas:mmu-Pdcd6ip_0001,CIRCpedia:MMU_CIRCpedia_3570
Condition-independent	Mouse	mmu_circAcaa1b_001	mm10	chr9:119150823-119154005	-	303	NM_146230	Acaa1b	ENSMUSG00000010651	2	2: RPF,cORF	circAtlas:mmu-Acaa1b_0001
Condition-independent	Mouse	mmu_circMyrip_001	mm10	chr9:120417139-120441581	+	1666	NM_144557	Myrip	ENSMUSG00000041794	1	2: RPF,cORF	circAtlas:mmu-Myrip_0026,CIRCpedia:MMU_CIRCpedia_5111
Condition-independent	Mouse	mmu_circReps1_001	mm10	chr10:18089447-18096336	+	982	NM_009048	Reps1	ENSMUSG00000019854	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Reps1_0001,circBase:mmu_circ_0000148,CIRCpedia:MMU_CIRCpedia_12311
Condition-independent	Mouse	mmu_circPtprk_001	mm10	chr10:28383430-28383724	+	294	NM_008983	Ptprk	ENSMUSG00000019889	1	2: RPF,cORF	circAtlas:mmu-Ptprk_0016,CIRCpedia:MMU_CIRCpedia_222180
Condition-independent	Mouse	mmu_circPtprk_002	mm10	chr10:28465757-28496945	+	450	NM_008983	Ptprk	ENSMUSG00000019889	1	3: RPF,cORF,MS	circAtlas:mmu-Ptprk_0002,circBase:mmu_circ_0002144,CIRCpedia:MMU_CIRCpedia_15201
Condition-independent	Mouse	mmu_circThemis_001	mm10	chr10:28722474-28722636	+	162	NM_001305663	Themis	ENSMUSG00000049109	1	2: RPF,cORF	circAtlas:mmu-Themis_0017,TSCD:chr10:28722474-28722636
Condition-independent	Mouse	mmu_circFoxo3_001	mm10	chr10:42196465-42197901	-	1436	NM_019740	Foxo3	ENSMUSG00000048756	1	3: RPF,cORF,m6A	circAtlas:mmu-Foxo3_0001,circBase:mmu_circ_0002207,CIRCpedia:MMU_CIRCpedia_19807,TSCD:chr10:42196465-42197901
Condition-independent	Mouse	mmu_circSobp_001	mm10	chr10:43157907-43160844	-	325	NM_175407	Sobp	ENSMUSG00000038248	1	3: RPF,cORF,m6A	circAtlas:mmu-Sobp_0003,circBase:mmu_circ_0002223,CIRCpedia:MMU_CIRCpedia_20024
Condition-independent	Mouse	mmu_circMan1a_001	mm10	chr10:54014414-54030794	-	294	NM_008548	Man1a	ENSMUSG00000003746	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Man1a_0006,CIRCpedia:MMU_CIRCpedia_22791
Condition-independent	Mouse	mmu_circMan1a_002	mm10	chr10:54025713-54030794	-	213	NM_008548	Man1a	ENSMUSG00000003746	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Man1a_0002,CIRCpedia:MMU_CIRCpedia_38990
Condition-independent	Mouse	mmu_circSh3rf3_001	mm10	chr10:58983920-59007137	+	372	NM_172788	Sh3rf3	ENSMUSG00000037990	1	3: RPF,cORF,m6A	circAtlas:mmu-Sh3rf3_0001,circBase:mmu_circ_0002300,CIRCpedia:MMU_CIRCpedia_24342
Condition-independent	Mouse	mmu_circTrappc10_001	mm10	chr10:78228778-78231535	-	218	NM_001081055	Trappc10	ENSMUSG00000000374	2	2: RPF,cORF	circAtlas:mmu-Trappc10_0002,CIRCpedia:MMU_CIRCpedia_29833
Condition-independent	Mouse	mmu_circEef2_001	mm10	chr10:81180152-81180411	+	259	NM_007907	Eef2	ENSMUSG00000034994	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Eef2_0004,CIRCpedia:MMU_CIRCpedia_212517
Condition-independent	Mouse	mmu_circEef2_002	mm10	chr10:81180152-81181410	+	904	NM_007907	Eef2	ENSMUSG00000034994	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Eef2_0046
Condition-independent	Mouse	mmu_circHsp90b1_001	mm10	chr10:86696718-86703025	-	354	NM_011631	Hsp90b1	ENSMUSG00000020048	1	2: RPF,cORF	circAtlas:mmu-Hsp90b1_0033
Condition-independent	Mouse	mmu_circPah_001	mm10	chr10:87538141-87538325	+	184	NM_008777	Pah	ENSMUSG00000020051	1	3: RPF,cORF,MS	circAtlas:mmu-Pah_0003,CIRCpedia:MMU_CIRCpedia_39013
Condition-independent	Mouse	mmu_circPah_002	mm10	chr10:87538141-87554434	+	273	NM_008777	Pah	ENSMUSG00000020051	1	2: RPF,cORF	circAtlas:mmu-Pah_0011
Condition-independent	Mouse	mmu_circPah_003	mm10	chr10:87570207-87576213	+	193	NM_008777	Pah	ENSMUSG00000020051	1	2: RPF,cORF	circAtlas:mmu-Pah_0020
Condition-independent	Mouse	mmu_circPpp1r12a_001	mm10	chr10:108240104-108249650	+	291	NM_027892	Ppp1r12a	ENSMUSG00000019907	1	2: RPF,cORF	circAtlas:mmu-Ppp1r12a_0079,circBase:mmu_circ_0001929
Condition-independent	Mouse	mmu_circSyt1_001	mm10	chr10:108690883-108831171	-	246	NM_001358503	Syt1	ENSMUSG00000035864	1	3: RPF,cORF,MS	circAtlas:mmu-Syt1_0043
